   Compiling velnor-workflow v0.1.0 (/private/tmp/velnor-ci-integration/crates/velnor-workflow)
    Finished `test` profile [unoptimized + debuginfo] target(s) in 26.45s
────────────
 Nextest run ID 9f1cdaf8-9a44-47d8-b714-b7a8ae54a982 with nextest profile: default
    Starting 2003 tests across 21 binaries
        PASS [   0.036s] (   1/2003) velnor-workflow apt::tests::contract_resolution_applies_documented_defaults
        PASS [   0.054s] (   2/2003) velnor-workflow apt::tests::contract_resolution_rejects_every_malformed_field
        PASS [   0.063s] (   3/2003) velnor-workflow apt::tests::fetch_argv_is_fixed_and_slug_validated
        PASS [   0.075s] (   4/2003) velnor-workflow apt::tests::deploy_guard_refuses_older_publications_only
        PASS [   0.083s] (   5/2003) velnor-workflow apt::tests::contract_resolution_honors_explicit_values
        PASS [   0.048s] (   6/2003) velnor-workflow apt::tests::fetch_patterns_are_fixed_allowists_per_suite
        PASS [   0.030s] (   7/2003) velnor-workflow apt::tests::hex_and_fingerprint_shapes_match_the_runner
        PASS [   0.108s] (   8/2003) velnor-workflow apt::tests::feed_urls_accept_https_hosts_only
        PASS [   0.030s] (   9/2003) velnor-workflow apt::tests::origins_descriptions_and_staging_dirs_reject_control_shapes
        PASS [   0.039s] (  10/2003) velnor-workflow apt::tests::package_binary_and_identity_names_reject_shell_shapes
        PASS [   0.048s] (  11/2003) velnor-workflow apt::tests::keyring_paths_stay_relative_without_traversal
        PASS [   0.043s] (  12/2003) velnor-workflow apt::tests::pool_naming_follows_the_debian_convention
        PASS [   0.031s] (  13/2003) velnor-workflow apt::tests::preview_digit_run_suffix_sorts_after_letter_suffix
        PASS [   0.031s] (  14/2003) velnor-workflow apt::tests::preview_order_agrees_with_dpkg_when_dpkg_exists
        PASS [   0.593s] (  15/2003) velnor-workflow apt::tests::channel_update_rejects_incoherent_heads
        PASS [   0.559s] (  16/2003) velnor-workflow apt::tests::gpg_stub_drains_piped_standard_input
        PASS [   1.000s] (  17/2003) velnor-workflow apt::tests::deb_control_fields_read_through_both_backends
        PASS [   1.405s] (  18/2003) velnor-workflow apt::tests::channel_update_emits_the_typed_channel_head
        PASS [   0.477s] (  19/2003) velnor-workflow apt::tests::preview_verify_rejects_a_truncated_sums_list
        PASS [   1.619s] (  20/2003) velnor-workflow apt::tests::disagreeing_key_refusal_leaves_no_agent_or_key_residue
        PASS [   0.082s] (  21/2003) velnor-workflow apt::tests::preview_versions_compare_base_then_sequence_then_suffix
        PASS [   0.051s] (  22/2003) velnor-workflow apt::tests::preview_versions_require_the_tilde_grammar
        PASS [   0.053s] (  23/2003) velnor-workflow apt::tests::previous_pointer_derivation_implements_the_jq_rules
        PASS [   0.041s] (  24/2003) velnor-workflow apt::tests::publication_records_parse_both_suite_shapes
        PASS [   2.768s] (  25/2003) velnor-workflow apt::tests::preview_publish_modes_are_mutually_exclusive
        PASS [   2.919s] (  26/2003) velnor-workflow apt::tests::preview_publish_wrong_pointer_rejected_pre_mutation
        PASS [   0.089s] (  27/2003) velnor-workflow apt::tests::repository_slugs_accept_owner_name_only
        PASS [   3.890s] (  28/2003) velnor-workflow apt::tests::preview_bootstrap_refuses_an_existing_pool
        PASS [   0.414s] (  29/2003) velnor-workflow apt::tests::resolve_commit_invokes_git_ls_remote
        PASS [   0.053s] (  30/2003) velnor-workflow apt::tests::retention_accepts_the_implemented_policy_only
        PASS [   0.058s] (  31/2003) velnor-workflow apt::tests::secret_key_fingerprint_reads_the_first_fpr_record
        PASS [   0.036s] (  32/2003) velnor-workflow apt::tests::secret_refs_name_environment_secrets_never_values
        PASS [   2.629s] (  33/2003) velnor-workflow apt::tests::preview_verify_rejects_sidecar_and_control_defects
        PASS [   3.716s] (  34/2003) velnor-workflow apt::tests::preview_verify_accepts_a_coherent_rolling_release
        PASS [   4.656s] (  35/2003) velnor-workflow apt::tests::preview_publish_bootstrap_initializes_once
        PASS [   4.140s] (  36/2003) velnor-workflow apt::tests::preview_verify_rejects_identity_and_grammar_defects
        PASS [   5.587s] (  37/2003) velnor-workflow apt::tests::preview_publish_rejects_a_backward_candidate
        PASS [   1.130s] (  38/2003) velnor-workflow apt::tests::stable_publish_refuses_empty_key_material
        PASS [   3.047s] (  39/2003) velnor-workflow apt::tests::renamed_fixtures_verify_identically
        PASS [   2.293s] (  40/2003) velnor-workflow apt::tests::stable_publish_malformed_pointer_rejected_pre_mutation
        PASS [   2.338s] (  41/2003) velnor-workflow apt::tests::stable_publish_refuses_a_disagreeing_signing_key
        PASS [   0.053s] (  42/2003) velnor-workflow apt::tests::stable_tags_require_the_v_prefix_and_a_numeric_triple
        PASS [   1.139s] (  43/2003) velnor-workflow apt::tests::stable_publish_refuses_without_key_material
        PASS [   6.780s] (  44/2003) velnor-workflow apt::tests::preview_publish_strict_keeps_the_shared_tree_and_enforces_order
        PASS [   2.655s] (  45/2003) velnor-workflow apt::tests::stable_publish_refuses_before_any_signing
        PASS [   0.667s] (  46/2003) velnor-workflow apt::tests::stable_verify_rejects_a_malformed_commit_before_any_fetch
        PASS [   5.757s] (  47/2003) velnor-workflow apt::tests::publish_accepts_a_verify_produced_tree_across_the_artifact_handoff
        PASS [   1.022s] (  48/2003) velnor-workflow apt::tests::stable_verify_rejects_a_rotated_signer
        PASS [   1.784s] (  49/2003) velnor-workflow apt::tests::stable_verify_accepts_a_coherent_release_and_arms_the_sentinel
        PASS [   2.516s] (  50/2003) velnor-workflow apt::tests::stable_publish_rejects_pool_collisions
        PASS [   0.070s] (  51/2003) velnor-workflow apt::tests::stable_versions_compare_numerically_per_component
        PASS [   0.042s] (  52/2003) velnor-workflow apt::tests::suites_parse_the_locked_pair_only
        PASS [   0.085s] (  53/2003) velnor-workflow apt::tests::tar_decompression_flags_follow_payload_magic
        PASS [   0.056s] (  54/2003) velnor-workflow closure::tests::build_script_mirrors_the_closure_spec
        PASS [   1.305s] (  55/2003) velnor-workflow apt::tests::stable_verify_resolves_the_tag_commit_through_a_git_stub
